"Restaurant_Id","Restaurant_Name","Cusines","Rating","Price_for_One","Location","Delivery_review_number","Delivery Time","Link"
"108","Krispy Kreme","Desserts","4.6","85","Ashok Nagar","5000","41","https://www.swiggy.com/restaurants/krispy-kreme-vega-city-mall-bannerghatta-road-bangalore-50018"
"109","The Best Snacks Adda","South Indian","3.7","100","Vasanth Nagar","10000","33","https://www.swiggy.com/restaurants/the-best-snacks-adda-devasandra-layout-bangalore-390829"
"110","California burger village","Arabian","4.0","150","Btm Layout","1000","35","https://www.swiggy.com/restaurants/california-burger-village-2nd-stage-btm-layout-bangalore-616762"
"111","The Dessert Zone","Desserts","4.2","100","Indiranagar","15000","38","https://www.swiggy.com/restaurants/the-dessert-zone-2nd-stage-Indiranagar-bangalore-238565"
"112","Kwality Walls Frozen Dessert and Continental Cream Shop","Desserts","3.9","100","Jp Nagar","500","35","https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-Continental-cream-shop-shivanandanagara-jp-nagar-bangalore-667409"
"113","The Good Bowl","North Indian","4.1","200","Indiranagar","5000","39","https://www.swiggy.com/restaurants/the-good-bowl-stage-1-Indiranagar-bangalore-155401"
"114","Snacks Corner","North Indian","3.9","175","Indiranagar","10000","36","https://www.swiggy.com/restaurants/snacks-corner-kodihalli-Indiranagar-bangalore-328786"
"115","Faasos - Wraps &amp; Rolls","Arabian","4.1","100","Jayanagar","500","30","https://www.swiggy.com/restaurants/faasos-wraps-and-rolls-rashtriya-vidyalaya-rd-jayanagar-bangalore-93497"
"116","WEDEL FOOD","Arabian","3.8","100","Indiranagar","15000","30","https://www.swiggy.com/restaurants/wedel-food-kodihalli-Indiranagar-bangalore-423005"
"117","The Pastry Zone	","Desserts","4.2","225","Koramangala","1000","35","https://www.swiggy.com/restaurants/the-pastry-zone-7th-block-Koramangala-bangalore-640595"
"118","Crusto's - Cheese Burst Pizza","Continental","4.1","150","Indiranagar","5000","36","https://www.swiggy.com/restaurants/crustos-cheese-burst-pizza-cmh-road-Indiranagar-bangalore-531382"
"119","Asha Sweet Center","Desserts","4.4","125","Banashankari","10000","42","https://www.swiggy.com/restaurants/asha-sweet-center-manjunatha-complex-banashankari-bangalore-645266"
"120","Dragon's Kitchen","North Indian","3.8","150","Sanjay Nagar","500","39","https://www.swiggy.com/restaurants/dragons-kitchen-ms-ramaiah-nagar-sanjay-nagar-bangalore-530041"
"121","Backyard Burgers and Grill","Arabian","3.9","125","Indiranagar","15000","39","https://www.swiggy.com/restaurants/backyard-burgers-and-grill-defence-colony-Indiranagar-bangalore-3013"
"122","Biryani Blues","North Indian","4.3","200","Ashok Nagar","5000","38","https://www.swiggy.com/restaurants/biryani-blues-church-street-ashok-nagar-bangalore-439141"
"123","Hunger Saviour","North Indian","4.0","150","Maruti Nagar","1000","36","https://www.swiggy.com/restaurants/hunger-saviour-maruti-nagar-btm-layout-bangalore-582314"
"124","KOLKATA BIRYANI POINT","North Indian","3.5","175","Btm Layout","10000","40","https://www.swiggy.com/restaurants/kolkata-biryani-point-2nd-stage-btm-layout-bangalore-415469"
"125","Ghar Ki Rasoi","North Indian","3.8","150","Btm Layout","500","37","https://www.swiggy.com/restaurants/ghar-ki-rasoi-1st-stage-Indiranagar-bangalore-40100"
"126","The Kolkata Katiroll","North Indian","4.2","100","Indiranagar","15000","31","https://www.swiggy.com/restaurants/the-kolkata-katiroll-1st-stage-Indiranagar-bangalore-153876"
"127","Bombay Kulfi","Desserts","4.4","50","Jayanagar","1000","42","https://www.swiggy.com/restaurants/bombay-kulfi-4th-t-block-jayanagar-bangalore-418208"
"128","Behrouz Biryani","North Indian","4.2","250","Indiranagar","5000","40","https://www.swiggy.com/restaurants/behrouz-biryani-hoysala-nagar-Indiranagar-bangalore-15173"
"129","Samrat Donne Biriyani","North Indian","4.0","125","Basaveshwara Nagar","10000","50","https://www.swiggy.com/restaurants/samrat-donne-biriyani-2nd-main-rd-Basaveshwara Nagar-bangalore-662607"
"130","The Bangalore Creamery","Desserts","4.1","125","Indiranagar","500","34","https://www.swiggy.com/restaurants/the-bangalore-creamery-kodigehalli-Indiranagar-bangalore-303980"
"131","Midnight Eats","Continental","3.2","150","Shivaji Nagar","15000","41","https://www.swiggy.com/restaurants/midnight-eats-hkp-road-Shivaji Nagar-bangalore-206339"
"132","Nandhini Deluxe","North Indian","4.0","250","Koramangala","5000","31","https://www.swiggy.com/restaurants/nandhini-deluxe-5th-block-Koramangala-bangalore-166892"
"133","Coffee and Cream","Desserts","4.1","75","Rt Nagar","1000","32","https://www.swiggy.com/restaurants/coffee-and-cream-adi-kabir-ashram-main-rd-r-t-nagar-bangalore-659499"
"134","Baskin Robbins","Desserts","4.3","125","M.S.R Nagar","10000","35","https://www.swiggy.com/restaurants/baskin-robbins-mgehbs-layout-new-bel-road-bangalore-211887"
"135","Momo Zone - The Momo Company","North Indian","4.0","75","Indiranagar","500","30","https://www.swiggy.com/restaurants/momo-zone-the-momo-company-cmh-road-Indiranagar-bangalore-448216"
"136","What A Food","North Indian","4.0","150","Btm Layout","15000","36","https://www.swiggy.com/restaurants/what-a-food-basappa-layout-btm-layout-bangalore-356501"
"137","PUNJAB KITCHEN","North Indian","4.3","125","Btm Layout","5000","36","https://www.swiggy.com/restaurants/punjab-kitchen-2nd-stage-btm-bangalore-515983"
"138","Keventers - Milkshakes &amp; Desserts","Desserts","4.2","100","Rt Nagar","10000","32","https://www.swiggy.com/restaurants/keventers-milkshakes-and-desserts-west-of-chord-road-rajajinagar-bangalore-369460"
"139","Chai Corner","North Indian","3.9","100","Indiranagar","1000","40","https://www.swiggy.com/restaurants/chai-corner-kodihalli-Indiranagar-bangalore-343299"
"140","Sweet Bake - Cake &amp; Desserts","Desserts","4.5","75","Koramangala","15000","40","https://www.swiggy.com/restaurants/sweet-bake-cake-and-desserts-7th-block-Koramangala-bangalore-641704"
"141","Yumlane Pizza","Continental","3.9","150","Koramangala","500","32","https://www.swiggy.com/restaurants/yumlane-pizza-5th-block-Koramangala-bangalore-111524"
"142","LunchBox - Meals and Thalis","North Indian","4.1","100","Indiranagar","5000","34","https://www.swiggy.com/restaurants/lunchbox-meals-and-thalis-hoysala-nagar-Indiranagar-bangalore-62905"
"143","Karavali Family Restaurant","Tibetan","4.0","100","Ashok Nagar","10000","49","https://www.swiggy.com/restaurants/karavali-family-restaurant-residency-road-brigade-road-bangalore-421765"
"144","Gudbud","Desserts","4.4","150","Koramangala","500","29","https://www.swiggy.com/restaurants/gudbud-ejipura-Koramangala-bangalore-240148"
"145","The Biryani Life","North Indian","3.9","125","Hoysala Nagar","15000","29","https://www.swiggy.com/restaurants/the-biryani-life-hoysala-nagar-Indiranagar-bangalore-186074"
"146","Sree Banashankari Donne Biryani","North Indian","3.8","125","Basaveshwara Nagar","1000","28","https://www.swiggy.com/restaurants/sree-banashankari-donne-biryani-2nd-block-basaveshwara-nagar-bangalore-485771"
"147","The Khichadi Factory","North Indian","4.0","150","Indiranagar","5000","36","https://www.swiggy.com/restaurants/the-khichadi-factory-binnamangala-Indiranagar-bangalore-224603"
"148","Dawat Durbar","North Indian","3.3","100","Shivaji Nagar","10000","36","https://www.swiggy.com/restaurants/dawat-durbar-hkp-road-Shivaji Nagar-bangalore-553423"
"149","Food Adda","Arabian","3.9","125","Koramangala","500","35","https://www.swiggy.com/restaurants/food-adda-khb-colony-Koramangala-bangalore-507336"
"150","The Bangalore Creamery","Desserts","4.1","125","Indiranagar","15000","36","https://www.swiggy.com/restaurants/the-bangalore-creamery-kodigehalli-Indiranagar-bangalore-303980"
"151","Dum Biryani Hub","North Indian","3.5","225","Btm Layout","5000","40","https://www.swiggy.com/restaurants/dum-biryani-hub-tavarekere-btm-layout-bangalore-496423"
"152","Golden Globe Pizza","Continental","2.9","175","Jp Nagar","1000","41","https://www.swiggy.com/restaurants/golden-globe-pizza-9th-phase-jp-nagar-bangalore-534924"
"153","Sinful Desserts","Desserts","4.1","125","Domlur","10000","44","https://www.swiggy.com/restaurants/sinful-desserts-domlur-bangalore-303982"
"154","The Brownie Co.","Desserts","4.0","175","Indiranagar","500","37","https://www.swiggy.com/restaurants/the-brownie-co-kodigehalli-Indiranagar-bangalore-303981"
"155","Phulka","Rajasthani","3.6","50","Koramangala","15000","38","https://www.swiggy.com/restaurants/phulka-5th-block-Koramangala-bangalore-437208"
"156","Firangi Bake","Italian","3.9","200","Hoysala Nagar","1000","37","https://www.swiggy.com/restaurants/firangi-bake-hoysala-nagar-Indiranagar-bangalore-52153"
"157","CALCUTTA STREET","Asian","3.9","175","Btm Layout","5000","40","https://www.swiggy.com/restaurants/calcutta-street-2nd-stage-btm-layout-bangalore-414546"
"158","Hyderabadi Biryani Hub","Asian","3.1","125","Maruti Nagar","10000","41","https://www.swiggy.com/restaurants/hyderabadi-biryani-hub-maruthi-nagar-btm-bangalore-654965"
"159","The Handi Crust","Tibetan","4.2","175","Halasuru","500","41","https://www.swiggy.com/restaurants/the-handi-crust-lakshmama-layout-halasuru-bangalore-407831"
"160","The Dessert Heaven - Pure Veg","Desserts","4.6","100","Indiranagar","15000","32","https://www.swiggy.com/restaurants/the-dessert-heaven-pure-veg-2nd-stage-Indiranagar-bangalore-442789"
"161","Rajasthani Dhaba","Asian","3.8","100","Sanjay Nagar","5000","34","https://www.swiggy.com/restaurants/rajasthani-dhaba-lakshmi-road-shanthi-nagar-bangalore-334172"
"162","Delhi Dinner Darbar","Tibetan","4.1","150","M.S.R Nagar","1000","34","https://www.swiggy.com/restaurants/delhi-dinner-darbar-m-s-r-nagar-mathikere-bangalore-353607"
"163","Chai Point","Desserts","4.2","75","Rt Nagar","10000","38","https://www.swiggy.com/restaurants/chai-point-industrial-town-rajajinagar-bangalore-286574"
"164","Say Noodles","Asian","4.1","150","Shivaji Nagar","500","36","https://www.swiggy.com/restaurants/say-noodles-armane-nagar-bangalore-324316"
"165","Waffle Magic","Desserts","4.3","100","Indiranagar","15000","34","https://www.swiggy.com/restaurants/waffle-magic-3rd-stage-Indiranagar-bangalore-17632"
"166","The Celebration Cakes And Desserts","Desserts","4.2","75","Koramangala","5000","38","https://www.swiggy.com/restaurants/the-celebration-cakes-and-desserts-7th-block-Koramangala-bangalore-641632"
"167","Madurai Parotta House","South Indian","3.4","125","Btm Layout","10000","37","https://www.swiggy.com/restaurants/madurai-parotta-house-1st-stage-btm-layout-bangalore-445430"
"168","Banashankari Military Hotel","Asian","3.5","125","Hoysala Nagar","1000","33","https://www.swiggy.com/restaurants/banashankari-military-hotel-4th-block-hbr-layout-bangalore-335383"
"169","Mr. Chow","Asian","3.7","175","Koramangala","15000","36","https://www.swiggy.com/restaurants/mr-chow-4th-block-Koramangala-bangalore-566035"
"170","Shawarma on Wheels","Arabian","4.0","200","Indiranagar","500","40","https://www.swiggy.com/restaurants/shawarma-on-wheels-shirdi-sai-baba-mandir-rd-Indiranagar-bangalore-671305"
"171","Louis Burger","American","4.3","300","Koramangala","5000","42","https://www.swiggy.com/restaurants/louis-burger-6th-block-Koramangala-bangalore-506324"
"172","Firangi Bake","Italian","3.9","200","Indiranagar","10000","33","https://www.swiggy.com/restaurants/firangi-bake-hoysala-nagar-Indiranagar-bangalore-52153"
"173","Sweet Bake-Cake And Desserts","Desserts","4.2","75","Vasanth Nagar","500","38","https://www.swiggy.com/restaurants/sweet-bake-cake-and-desserts-devasandra-layout-bangalore-578637"
"174","The Snack Bar","Continental","3.0","125","Basaveshwara Nagar","15000","45","https://www.swiggy.com/restaurants/the-snack-bar-teachers-colony-basaveshwara-nagar-bangalore-630843"
"175","Falhari - A Fruitful Habit","Desserts","4.2","150","Vasanth Nagar","1000","44","https://www.swiggy.com/restaurants/falhari-a-fruitful-habit-sg-palya-tavarekere-bangalore-434918"
"176","Burger It Up","American","4.1","75","Indiranagar","5000","30","https://www.swiggy.com/restaurants/burger-it-up-2nd-stage-Indiranagar-bangalore-204351"
"177","Sinful Desserts","Desserts","4.1","125","Domlur","10000","39","https://www.swiggy.com/restaurants/sinful-desserts-domlur-bangalore-303982"
"178","Dum Burger","American","3.6","88","Koramangala","500","31","https://www.swiggy.com/restaurants/dum-burger-bosch-gate-Koramangala-bangalore-640857"
"179","ARS JUContinental JUNCTION","Desserts","4.1","100","Indiranagar","15000","47","https://www.swiggy.com/restaurants/ars-juContinental-junction-new-thipasandra-Indiranagar-bangalore-337745"
"180","Biryani Square","Asian","3.3","125","Btm Layout","5000","38","https://www.swiggy.com/restaurants/biryani-square-1st-stage-btm-layout-bangalore-548535"
"181","Punjabi Thandoor Dhaaba","South Indian","2.9","200","Hoysala Nagar","1000","37","https://www.swiggy.com/restaurants/punjabi-thandoor-dhaaba-3rd-block-hbr-layout-bangalore-382444"
"182","NORTH KA THADKA","Asian","4.3","150","Btm Layout","10000","40","https://www.swiggy.com/restaurants/north-ka-thadka-2nd-stage-btm-layout-bangalore-564812"
"183","Food Ford Kitchen","Rajasthani","4.0","100","Btm Layout","500","41","https://www.swiggy.com/restaurants/food-ford-kitchen-2nd-stage-btm-layout-bangalore-473807"
"184","Lassi Corner","Desserts","3.3","100","Koramangala","15000","38","https://www.swiggy.com/restaurants/lassi-corner-venkataswamy-layout-Koramangala-bangalore-252213"
"185","Punjabi Nawabi","North Indian","3.8","175","Koramangala","1000","33","https://www.swiggy.com/restaurants/punjabi-nawabi-7th-block-Koramangala-bangalore-61785"
"186","Rolls &amp; Bowls Company","Italian","3.8","125","Adugodi","5000","40","https://www.swiggy.com/restaurants/rolls-and-bowls-company-chikkalakshmaiah-layout-adugodi-bangalore-394229"
"187","Breakfast and snacks","North Indian","3.7","124","Maruti Nagar","10000","41","https://www.swiggy.com/restaurants/breakfast-and-snacks-maruti-nagar-btm-layout-bangalore-581373"
"188","Punjabi Bowl","Punjabi","4.2","150","Btm Layout","500","37","https://www.swiggy.com/restaurants/punjabi-bowl-1st-stage-btm-layout-bangalore-414627"
"189","Gobblers Rolls &amp; Bowls","Punjabi","3.8","150","Vasanth Nagar","15000","40","https://www.swiggy.com/restaurants/gobblers-rolls-and-bowls-sg-palya-tavarekere-bangalore-609969"
"190","BURGER  BABA","American","3.9","75","M.S.R Nagar","5000","40","https://www.swiggy.com/restaurants/burger-baba-2nd-stage-naidu-layout-bangalore-617543"
"191","Starbucks Coffee","Desserts","4.2","200","Jayanagar","1000","39","https://www.swiggy.com/restaurants/starbucks-coffee-4th-block-jayanagar-bangalore-70253"
"192","High N Hungry","American","4.0","175","M.S.R Nagar","10000","29","https://www.swiggy.com/restaurants/high-n-hungry-aayapa-swamy-temple-road-madiwala-bangalore-32730"
"193","No.10 Fort Cochin","Rajasthani","4.1","250","Indiranagar","500","40","https://www.swiggy.com/restaurants/no-10-fort-cochin-Indiranagar-bangalore-589412"
"194","The Momo Co.","Punjabi","4.0","125","Adugodi","15000","43","https://www.swiggy.com/restaurants/the-momo-co-chikkalakshmaiah-layout-adugodi-bangalore-393835"
"195","TASTE OF BIHAR","Tibetan","3.5","150","Btm Layout","5000","46","https://www.swiggy.com/restaurants/taste-of-bihar-2nd-stage-btm-layout-bangalore-281220"
"196","Al Safa Hyderabadi Biryani &amp; Kabab","Punjabi","4.0","175","Rt Nagar","10000","37","https://www.swiggy.com/restaurants/al-safa-hyderabadi-biryani-and-kabab-kanaka-nagar-rt-nagar-bangalore-531137"
"197","Imperio Combo King","Tibetan","4.3","125","Hoysala Nagar","1000","44","https://www.swiggy.com/restaurants/imperio-combo-king-1st-block-hrbr-layout-kalyan-nagar-bangalore-335155"
"198","Biryani Lovers Joint","Punjabi","3.7","175","M.S.R Nagar","15000","43","https://www.swiggy.com/restaurants/biryani-lovers-joint-m-s-r-nagar-mathikere-bangalore-398320"
"199","ViVidha Biryani Joint ","Rajasthani","3.8","175","M.S.R Nagar","500","33","https://www.swiggy.com/restaurants/vividha-biryani-joint-msr-nagar-yeshwantpur-bangalore-429201"
"200","Cake House","Desserts","3.6","125","Kalyan Nagar","5000","42","https://www.swiggy.com/restaurants/cake-house-hrbr-layout-kalyan-nagar-bangalore-538507"
"201","Crispy Crunchy Chick","Arabian","2.7","100","Koramangala","10000","30","https://www.swiggy.com/restaurants/crispy-crunchy-chick-5th-block-Koramangala-bangalore-459064"
"202","Shree Taaza Thindi","South Indian","3.7","75","Indiranagar","500","37","https://www.swiggy.com/restaurants/shree-taaza-thindi-appareddy-palya-Indiranagar-bangalore-92379"
"203","Sweet Truth - Cake and Desserts","Desserts","3.9","225","Indiranagar","15000","40","https://www.swiggy.com/restaurants/sweet-truth-cake-and-desserts-hoysala-nagar-Indiranagar-bangalore-35849"
"204","Oven Theory Pizza - OTP","Continental","4.1","75","Maruti Nagar","1000","51","https://www.swiggy.com/restaurants/oven-theory-pizza-otp-maruthi-nagar-btm-layout-bangalore-310548"
"205","Biryani Day","Punjabi","3.4","175","Koramangala","5000","38","https://www.swiggy.com/restaurants/biryani-day-jyoti-nivas-college-rd-Koramangala-bangalore-676039"
"206","Hyderabadi Mandi House","Punjabi","1.9","175","Rt Nagar","10000","41","https://www.swiggy.com/restaurants/hyderabadi-mandi-house-kanakanagar-rt-nagar-bangalore-511697"
"207","Indiana Burgers","American","4.2","75","Indiranagar","500","42","https://www.swiggy.com/restaurants/indiana-burgers-2nd-stage-Indiranagar-bangalore-59801"
"208","BRILLIANT BIRYANI","Punjabi","3.0","100","Kanaka Nagar","15000","45","https://www.swiggy.com/restaurants/brilliant-biryani-kanakanagar-nagawara-bangalore-512497"
"209","Shakeshack","Desserts","4.2","150","Domlur","5000","34","https://www.swiggy.com/restaurants/shakeshack-kodihalli-domlur-bangalore-168421"
"210","Arbabi","Punjabi","4.7","125","Btm Layout","5000","42","https://www.swiggy.com/restaurants/arbabi-madeshwara-nagar-btm-bangalore-681873"
"211","Chef all night","Punjabi","1.8","100","Maruti Nagar","15000","38","https://www.swiggy.com/restaurants/chef-all-night-maruti-nagar-btm-layout-bangalore-514110"
"212","Beyond The Crust - BTC","Desserts","3.9","125","Maruti Nagar","1000","40","https://www.swiggy.com/restaurants/beyond-the-crust-btc-maruti-nagar-btm-layout-bangalore-644617"
"213","Baking Bad  - Pizza Delivery","Continental","4.3","325","Indiranagar","10000","32","https://www.swiggy.com/restaurants/baking-bad-pizza-delivery-1st-stage-Indiranagar-bangalore-568703"
"214","Ambur Biriyani House","Punjabi","1.9","225","Kanaka Nagar","500","31","https://www.swiggy.com/restaurants/ambur-biriyani-house-kanakanagar-r-t-nagar-bangalore-515773"
"215","Dosa Camp","South Indian","2.4","100","Btm Layout","15000","35","https://www.swiggy.com/restaurants/dosa-camp-2nd-stage-btm-layout-bangalore-495680"
"216","Foodpecker","Punjabi","4.1","150","Koramangala","5000","37","https://www.swiggy.com/restaurants/foodpecker-1st-block-Koramangala-bangalore-342205"
"217","Peppy Parathas &amp; Rolls By Chai Point","Desserts","3.5","75","Rt Nagar","1000","35","https://www.swiggy.com/restaurants/peppy-parathas-and-rolls-by-chai-point-industrial-town-rajajinagar-bangalore-481844"
"218","VV Biryani","Punjabi","3.0","100","Btm Layout","10000","32","https://www.swiggy.com/restaurants/vv-biryani-madiwala-btm-bangalore-406055"
"219","Pure Veg Meals by Lunchbox","Punjabi","4.0","100","Indiranagar","500","37","https://www.swiggy.com/restaurants/pure-veg-meals-by-lunchbox-hoysala-nagar-Indiranagar-bangalore-263600"
"220","The Khichadi Factory","Punjabi","4.0","150","Indiranagar","15000","44","https://www.swiggy.com/restaurants/the-khichadi-factory-binnamangala-Indiranagar-bangalore-224603"
"221","Burmuda Biryani","Punjabi","3.1","125","Btm Layout","5000","41","https://www.swiggy.com/restaurants/burmuda-biryani-ns-palya-btm-layout-bangalore-487975"
"222","The Cheesecake Co","Desserts","3.9","200","Indiranagar","10000","38","https://www.swiggy.com/restaurants/the-cheesecake-co-kodihalli-Indiranagar-bangalore-410783"
"223","Cupcake Bliss Cake &amp; Desserts","Desserts","4.2","100","Indiranagar","1000","34","https://www.swiggy.com/restaurants/cupcake-bliss-cake-and-desserts-2nd-stage-Indiranagar-bangalore-60660"
"224","Ambur Biryani Town","Punjabi","4.0","250","Kanaka Nagar","15000","36","https://www.swiggy.com/restaurants/ambur-biryani-town-kanakanagar-nagavara-bangalore-513495"
"225","Chai Sutta Cafe","Desserts","4.1","150","Hoysala Nagar","500","37","https://www.swiggy.com/restaurants/chai-sutta-cafe-hrbr-layout-3rd-block-kalyan-nagar-bangalore-447948"
"226","CHINESE HUT","Punjabi","3.5","100","Koramangala","5000","34","https://www.swiggy.com/restaurants/chinese-hut-5th-block-Koramangala-bangalore-557842"
"227","Biryani leaf","Punjabi","3.4","150","Btm Layout","10000","38","https://www.swiggy.com/restaurants/biryani-leaf-1st-stage-btm-layout-bangalore-546530"
"228","Hungry Bird","Punjabi","4.0","125","Maruti Nagar","500","35","https://www.swiggy.com/restaurants/hungry-bird-maruti-nagar-btm-layout-bangalore-204777"
"229","Night Hawks","North Indian","3.4","100","Adugodi","15000","40","https://www.swiggy.com/restaurants/night-hawks-nanjappa-layout-adugodi-bangalore-537422"
"230","Samosa Singh","North Indian","4.0","75","Indiranagar","10000","41","https://www.swiggy.com/restaurants/samosa-singh-new-thipasandra-Indiranagar-bangalore-56786"
"231","TEXAS BURGERS","American","4.0","200","Indiranagar","5000","41","https://www.swiggy.com/restaurants/texas-burgers-hal-3rd-stage-Indiranagar-bangalore-562625"
"232","VV Biryani","North Indian","3.1","100","Btm Layout","1000","44","https://www.swiggy.com/restaurants/vv-biryani-madiwala-btm-bangalore-406055"
"233","Breakfast Junction","Punjabi","3.7","100","Jayanagar","500","46","https://www.swiggy.com/restaurants/breakfast-junction-shanthi-nagar-jayanagar-bangalore-390408"
"234","Delhi Kulfi &amp; Faluda","Desserts","3.5","100","Koramangala","15000","42","https://www.swiggy.com/restaurants/delhi-kulfi-and-faluda-khb-colony-Koramangala-bangalore-662443"
"235","Rolls World","Continental","2.8","150","Koramangala","5000","41","https://www.swiggy.com/restaurants/rolls-world-jakksandra-ext-Koramangala-bangalore-698894"
"236","The Indian Dhaba","North Indian","3.5","150","Btm Layout","10000","43","https://www.swiggy.com/restaurants/the-indian-dhaba-1st-stage-btm-layout-bangalore-432112"
"237","temperature","Desserts","4.0","200","Indiranagar","1000","37","https://www.swiggy.com/restaurants/temperature-hal-3rd-stage-Indiranagar-bangalore-562630"
"238","Samosa Theory","North Indian","4.4","50","Indiranagar","500","32","https://www.swiggy.com/restaurants/samosa-theory-new-thipasandra-Indiranagar-bangalore-630884"
"239","Madeena Aroma Biryani","North Indian","3.7","200","Btm Layout","15000","28","https://www.swiggy.com/restaurants/madeena-aroma-biryani-2nd-stage-btm-layout-bangalore-564815"
"240","Bodypower Cafe","Continental","4.2","225","Indiranagar","5000","35","https://www.swiggy.com/restaurants/bodypower-cafe-hoysala-nagar-Indiranagar-bangalore-684224"
"241","Chinese Bowl","North Indian","3.9","175","Banashankari","1000","42","https://www.swiggy.com/restaurants/chinese-bowl-dena-bank-colony-banashankari-bangalore-254050"
"242","Saleem Bawarchi","American","3.4","250","Kanaka Nagar","10000","37","https://www.swiggy.com/restaurants/saleem-bawarchi-kanakanagar-nagavara-bangalore-513515"
"243","Cafe Coffee Day","Desserts","4.2","150","Indiranagar","500","39","https://www.swiggy.com/restaurants/cafe-coffee-day-2nd-stage-Indiranagar-bangalore-7069"
"244","Ghee and Turmeric","American","4.2","250","Indiranagar","15000","30","https://www.swiggy.com/restaurants/ghee-and-turmeric-appareddy-palya-Indiranagar-bangalore-440945"
"245","Gully Foods","American","3.7","125","Koramangala","1000","42","https://www.swiggy.com/restaurants/gully-foods-8th-block-Koramangala-bangalore-206578"
"246","MAEDAH","Arabian","3.5","225","Koramangala","5000","35","https://www.swiggy.com/restaurants/maedah-8th-block-Koramangala-bangalore-246151"
"247","Crave Pandas","American","3.9","200","Sanjay Nagar","10000","40","https://www.swiggy.com/restaurants/crave-pandas-sarvagna-nagar-kammanahalli-kalyan-nagar-bangalore-634085"
"248","DILWALE RESTAURANT","North Indian","3.5","150","Shivaji Nagar","500","42","https://www.swiggy.com/restaurants/dilwale-restaurant-Shivaji Nagar-no-55-cockburn-road-central-bangalore-bangalore-318476"
"249","Thottathil Restaurant","South Indian","3.9","100","Maruti Nagar","15000","42","https://www.swiggy.com/restaurants/thottathil-restaurant-maruti-nagar-btm-layout-bangalore-40098"
"250","Samosa Singh","North Indian","4.0","75","Indiranagar","1000","42","https://www.swiggy.com/restaurants/samosa-singh-new-thipasandra-Indiranagar-bangalore-56786"
"251","NF Biryani House","North Indian","3.9","250","Kanaka Nagar","5000","42","https://www.swiggy.com/restaurants/nf-biryani-house-kanakanagar-nagavara-bangalore-513857"
"252","Chaayos Chai+Snacks=Relax","Desserts","4.3","125","Indiranagar","10000","51","https://www.swiggy.com/restaurants/chaayos-chai-snacks-relax-appareddy-palya-Indiranagar-bangalore-217505"
"253","Turkish Pasha","Arabian","3.8","200","Koramangala","500","41","https://www.swiggy.com/restaurants/turkish-pasha-khb-colony-Koramangala-bangalore-516003"
"254","Cafe Nature","Desserts","4.3","150","M.S.R Nagar","15000","41","https://www.swiggy.com/restaurants/cafe-nature-hal-3rd-stage-new-thippasandara-bangalore-313761"
"255","ADIL BIRYANI HOUSE","North Indian","3.8","100","Koramangala","5000","38","https://www.swiggy.com/restaurants/adil-biryani-house-5th-block-Koramangala-bangalore-557828"
"256","Sundae Everyday Continental Creams","Desserts","4.0","75","Indiranagar","1000","27","https://www.swiggy.com/restaurants/sundae-everyday-Continental-creams-2nd-stage-Indiranagar-bangalore-255188"
"257","Boom Boom Biryani","North Indian","3.4","250","Kanaka Nagar","10000","43","https://www.swiggy.com/restaurants/boom-boom-biryani-kanakanagar-nagavara-bangalore-513501"
"258","Singh Da Punjabi Dhaba","Punjabi","3.8","100","Koramangala","500","38","https://www.swiggy.com/restaurants/singh-da-punjabi-dhaba-7th-block-Koramangala-bangalore-382537"
"259","Fritz Haber Continental Creams","Desserts","4.0","150","Koramangala","15000","34","https://www.swiggy.com/restaurants/fritz-haber-Continental-creams-8th-block-Koramangala-bangalore-203828"
"260","Agarwal Ke Parathe","North Indian","3.6","125","Ashok Nagar","5000","42","https://www.swiggy.com/restaurants/agarwal-ke-parathe-thayappa-garden-bilekahalli-bangalore-49054"
"261","THE BROWNIE CIRCLES","Desserts","4.4","125","Indiranagar","10000","29","https://www.swiggy.com/restaurants/the-brownie-circles-80-feet-road-Indiranagar-bangalore-577976"
"262","Midnight Pizza And Food","Continental","3.9","100","Indiranagar","1000","43","https://www.swiggy.com/restaurants/midnight-pizza-and-food-1st-stage-Indiranagar-bangalore-151430"
"263","A1 Ambur Biryani Since 2012","North Indian","3.7","175","Rt Nagar","15000","46","https://www.swiggy.com/restaurants/a1-ambur-biryani-since-2012-kanaka-nagar-r-t-nagar-bangalore-518295"
"264","BIRYANI QUEST","North Indian","4.1","125","Sanjay Nagar","500","37","https://www.swiggy.com/restaurants/biryani-quest-sarvagna-nagar-kammanahalli-kalyan-nagar-bangalore-451579"
"265","Pizza Kingdom","Continental","4.0","150","Indiranagar","5000","38","https://www.swiggy.com/restaurants/pizza-kingdom-1st-stage-Indiranagar-bangalore-592278"
"266","Bhatinda Tandoor","Tibetan","3.5","175","Koramangala","10000","38","https://www.swiggy.com/restaurants/bhatinda-tandoor-jyoti-nivas-college-rd-Koramangala-bangalore-675954"
"267","Biryani @Rs.99 Only","Continental","3.3","150","Btm Layout","500","37","https://www.swiggy.com/restaurants/biryani-rs-99-only-keb-colony-btm-layout-bangalore-340460"
"268","Pasta House","Rajasthani","4.1","150","Btm Layout","15000","39","https://www.swiggy.com/restaurants/pasta-house-chikka-madivala-btm-bangalore-682723"
